,@line,@trainHeadStation,@origTime,@destTime,@trainIdx,@bikeflag,@trainId,@load
270,ROUTE 6,WARM,1:31 PM,2:24 PM,29,1,1171312,1
271,ROUTE 7,MLBR,1:33 PM,2:06 PM,33,1,4431257,1
272,ROUTE 8,RICH,1:35 PM,2:10 PM,30,1,4551303,1
273,ROUTE 5,DALY,1:37 PM,1:55 PM,32,1,1031245,1
274,ROUTE 12,DUBL,1:40 PM,2:26 PM,34,1,5191322,1
275,ROUTE 1,SFIA,1:41 PM,2:14 PM,47,1,3731248,1
276,ROUTE 2,ANTC,1:43 PM,2:51 PM,40,1,3631311,1
277,ROUTE 11,DALY,1:44 PM,2:02 PM,33,1,5051258,1
278,ROUTE 6,WARM,1:46 PM,2:39 PM,30,1,1191327,1
279,ROUTE 7,MLBR,1:48 PM,2:21 PM,34,1,4451312,1
280,ROUTE 8,RICH,1:50 PM,2:25 PM,31,1,4571318,1
281,ROUTE 5,DALY,1:52 PM,2:10 PM,33,1,1051300,1
282,ROUTE 12,DUBL,1:55 PM,2:41 PM,35,1,5011337,1
283,ROUTE 1,SFIA,1:56 PM,2:29 PM,48,1,3751303,1
284,ROUTE 2,ANTC,1:58 PM,3:06 PM,41,1,3651326,1
285,ROUTE 11,DALY,1:59 PM,2:17 PM,34,1,5071313,1
286,ROUTE 6,WARM,2:01 PM,2:54 PM,31,1,1011342,1
287,ROUTE 7,MLBR,2:03 PM,2:36 PM,35,1,4471327,1
288,ROUTE 8,RICH,2:05 PM,2:40 PM,32,1,4591333,1
289,ROUTE 5,DALY,2:07 PM,2:25 PM,34,1,1071315,1
290,ROUTE 12,DUBL,2:10 PM,2:56 PM,36,1,5031352,1
291,ROUTE 1,SFIA,2:11 PM,2:44 PM,49,1,3771318,1
292,ROUTE 2,ANTC,2:13 PM,3:21 PM,42,1,3671341,1
293,ROUTE 11,DALY,2:14 PM,2:32 PM,35,1,5091328,1
294,ROUTE 6,WARM,2:16 PM,3:09 PM,32,1,1031357,1
295,ROUTE 7,MLBR,2:18 PM,2:51 PM,36,1,4491342,1
296,ROUTE 8,RICH,2:20 PM,2:55 PM,33,1,4611348,1
297,ROUTE 5,DALY,2:22 PM,2:40 PM,35,1,1091330,1
298,ROUTE 12,DUBL,2:25 PM,3:11 PM,37,1,5051407,1
299,ROUTE 1,SFIA,2:26 PM,2:59 PM,50,1,3791333,1
300,ROUTE 2,ANTC,2:28 PM,3:36 PM,43,1,3691356,1
301,ROUTE 11,DALY,2:29 PM,2:47 PM,36,1,5111343,1
302,ROUTE 6,WARM,2:31 PM,3:24 PM,33,1,1051412,2
303,ROUTE 7,MLBR,2:33 PM,3:06 PM,37,1,4511357,1
304,ROUTE 8,RICH,2:35 PM,3:10 PM,34,1,4411403,1
305,ROUTE 5,DALY,2:37 PM,2:55 PM,36,1,1111345,1
306,ROUTE 12,DUBL,2:40 PM,3:26 PM,38,1,5071422,1
307,ROUTE 1,SFIA,2:41 PM,3:14 PM,51,1,3811348,1
308,ROUTE 2,ANTC,2:43 PM,3:51 PM,44,1,3711411,2
309,ROUTE 11,DALY,2:44 PM,3:02 PM,37,1,5131358,1
310,ROUTE 6,WARM,2:46 PM,3:39 PM,34,1,1071427,2
311,ROUTE 7,MLBR,2:48 PM,3:21 PM,38,1,4531412,1
312,ROUTE 8,RICH,2:50 PM,3:25 PM,35,1,4431418,1
313,ROUTE 5,DALY,2:52 PM,3:10 PM,37,1,1131400,1
314,ROUTE 12,DUBL,2:55 PM,3:41 PM,39,1,5091437,1
315,ROUTE 1,SFIA,2:56 PM,3:29 PM,52,1,3831403,1
316,ROUTE 2,ANTC,2:58 PM,4:06 PM,45,1,3731426,1
317,ROUTE 11,DALY,2:59 PM,3:17 PM,38,1,5151413,1
318,ROUTE 6,WARM,3:01 PM,3:54 PM,35,1,1091442,2
319,ROUTE 7,MLBR,3:03 PM,3:36 PM,39,1,4551427,1
320,ROUTE 8,RICH,3:05 PM,3:40 PM,36,1,4451433,1
321,ROUTE 5,DALY,3:07 PM,3:25 PM,38,1,1151415,1
322,ROUTE 12,DUBL,3:10 PM,3:56 PM,40,1,5111452,1
323,ROUTE 1,SFIA,3:11 PM,3:44 PM,53,1,3851418,1
324,ROUTE 2,ANTC,3:13 PM,4:21 PM,46,1,3751441,1
325,ROUTE 11,DALY,3:14 PM,3:32 PM,39,1,5171428,1
326,ROUTE 6,WARM,3:16 PM,4:09 PM,36,1,1111457,2
327,ROUTE 7,MLBR,3:18 PM,3:51 PM,40,1,4571442,1
328,ROUTE 8,RICH,3:20 PM,3:55 PM,37,1,4471448,2
329,ROUTE 5,DALY,3:22 PM,3:40 PM,39,1,1171430,1
330,ROUTE 12,DUBL,3:25 PM,4:11 PM,41,1,5131507,1
331,ROUTE 1,SFIA,3:26 PM,3:59 PM,54,1,3611433,1
332,ROUTE 2,ANTC,3:28 PM,4:36 PM,47,1,3771456,1
333,ROUTE 11,DALY,3:29 PM,3:47 PM,40,1,5191443,1
334,ROUTE 6,WARM,3:31 PM,4:24 PM,37,1,1131512,2
335,ROUTE 7,MLBR,3:33 PM,4:06 PM,41,1,4591457,1
336,ROUTE 8,RICH,3:35 PM,4:10 PM,38,1,4491503,2
337,ROUTE 5,DALY,3:37 PM,3:55 PM,40,1,1191445,1
338,ROUTE 12,DUBL,3:40 PM,4:26 PM,42,1,5151522,2
339,ROUTE 1,SFIA,3:41 PM,4:14 PM,55,1,3631448,1
340,ROUTE 2,ANTC,3:43 PM,4:51 PM,48,1,3791511,2
341,ROUTE 11,DALY,3:44 PM,4:02 PM,41,1,5011458,1
342,ROUTE 6,WARM,3:46 PM,4:39 PM,38,1,1151527,2
343,ROUTE 2,PHIL,3:47 PM,4:24 PM,49,1,3211529,1
344,ROUTE 7,MLBR,3:48 PM,4:21 PM,42,1,4611512,1
345,ROUTE 8,RICH,3:50 PM,4:25 PM,39,1,4511518,2
346,ROUTE 5,DALY,3:52 PM,4:10 PM,41,1,1011500,1
347,ROUTE 12,DUBL,3:55 PM,4:41 PM,43,1,5171537,2
348,ROUTE 1,SFIA,3:56 PM,4:29 PM,56,1,3651503,1
349,ROUTE 2,ANTC,3:58 PM,5:06 PM,50,1,3811526,2
350,ROUTE 11,DALY,3:59 PM,4:17 PM,42,1,5031513,1
351,ROUTE 6,WARM,4:01 PM,4:54 PM,39,1,1171542,2
352,ROUTE 7,MLBR,4:03 PM,4:36 PM,43,1,4411527,1
353,ROUTE 2,PITT,4:03 PM,4:55 PM,51,1,3231545,2
354,ROUTE 8,RICH,4:05 PM,4:40 PM,40,1,4531533,2
355,ROUTE 5,DALY,4:07 PM,4:25 PM,42,1,1031515,1
356,ROUTE 12,DUBL,4:10 PM,4:56 PM,44,1,5191552,2
357,ROUTE 1,SFIA,4:11 PM,4:44 PM,57,1,3671518,1
358,ROUTE 2,ANTC,4:13 PM,5:21 PM,52,1,3831541,2
359,ROUTE 11,DALY,4:14 PM,4:32 PM,43,1,5051528,1
360,ROUTE 6,WARM,4:16 PM,5:09 PM,40,1,1191557,2
361,ROUTE 2,PHIL,4:17 PM,4:54 PM,53,1,3251559,2
362,ROUTE 7,MLBR,4:18 PM,4:51 PM,44,1,4431542,1
363,ROUTE 8,RICH,4:20 PM,4:55 PM,41,1,4551548,1
364,ROUTE 5,DALY,4:22 PM,4:40 PM,43,1,1051530,1
365,ROUTE 12,DUBL,4:25 PM,5:11 PM,45,1,5011607,2
366,ROUTE 1,SFIA,4:26 PM,4:59 PM,58,1,3691533,1
367,ROUTE 2,ANTC,4:28 PM,5:36 PM,54,1,3851556,3
368,ROUTE 11,DALY,4:29 PM,4:47 PM,44,1,5071543,1
369,ROUTE 6,WARM,4:31 PM,5:24 PM,41,1,1011612,3
370,ROUTE 2,PHIL,4:32 PM,5:09 PM,55,1,3271614,2
371,ROUTE 7,MLBR,4:33 PM,5:06 PM,45,1,4451557,1
372,ROUTE 8,RICH,4:35 PM,5:10 PM,42,1,4571603,2
373,ROUTE 5,DALY,4:37 PM,4:55 PM,44,1,1071545,1
374,ROUTE 12,DUBL,4:40 PM,5:26 PM,46,1,5031622,2
375,ROUTE 1,SFIA,4:41 PM,5:14 PM,59,1,3711548,1
376,ROUTE 2,ANTC,4:43 PM,5:51 PM,56,1,3611611,3
377,ROUTE 11,DALY,4:44 PM,5:02 PM,45,1,5091558,1
378,ROUTE 6,WARM,4:46 PM,5:39 PM,42,1,1031627,4
379,ROUTE 2,PHIL,4:47 PM,5:24 PM,57,1,3291629,2
380,ROUTE 7,MLBR,4:48 PM,5:21 PM,46,1,4471612,1
381,ROUTE 8,RICH,4:50 PM,5:25 PM,43,1,4591618,2
382,ROUTE 5,DALY,4:52 PM,5:10 PM,45,1,1091600,1
383,ROUTE 12,DUBL,4:55 PM,5:41 PM,47,1,5051637,2
384,ROUTE 1,SFIA,4:56 PM,5:29 PM,60,1,3731603,1
385,ROUTE 2,ANTC,4:58 PM,6:06 PM,58,1,3631626,3
386,ROUTE 11,DALY,4:59 PM,5:17 PM,46,1,5111613,1
387,ROUTE 6,WARM,5:01 PM,5:54 PM,43,1,1051642,4
388,ROUTE 7,MLBR,5:03 PM,5:36 PM,47,1,4491627,1
389,ROUTE 8,RICH,5:05 PM,5:40 PM,44,1,4611633,2
390,ROUTE 1,24TH,5:05 PM,5:13 PM,61,1,3211629,1
391,ROUTE 2,PITT,5:07 PM,6:00 PM,59,1,3311649,2
392,ROUTE 5,DALY,5:07 PM,5:25 PM,46,1,1111615,1
393,ROUTE 12,DUBL,5:10 PM,5:56 PM,48,1,5071652,3
394,ROUTE 1,SFIA,5:11 PM,5:44 PM,62,1,3751618,1
395,ROUTE 2,ANTC,5:13 PM,6:21 PM,60,1,3651641,3
396,ROUTE 11,DALY,5:14 PM,5:32 PM,47,1,5131628,1
397,ROUTE 6,WARM,5:16 PM,6:09 PM,44,1,1071657,4
398,ROUTE 2,NCON,5:17 PM,6:03 PM,61,1,3331659,2
399,ROUTE 7,MLBR,5:18 PM,5:51 PM,48,1,4511642,1
400,ROUTE 8,RICH,5:20 PM,5:55 PM,45,1,4411648,3
401,ROUTE 5,DALY,5:22 PM,5:40 PM,47,1,1131630,1
402,ROUTE 2,PITT,5:24 PM,6:16 PM,62,1,3211714,3
403,ROUTE 12,DUBL,5:25 PM,6:11 PM,49,1,5091707,4
404,ROUTE 1,SFIA,5:26 PM,5:59 PM,63,1,3771633,1
405,ROUTE 2,ANTC,5:28 PM,6:36 PM,63,1,3671656,2
406,ROUTE 11,DALY,5:29 PM,5:47 PM,48,1,5151643,1
407,ROUTE 6,WARM,5:31 PM,6:24 PM,45,1,1091712,4
408,ROUTE 2,NCON,5:32 PM,6:18 PM,64,1,3351714,3
409,ROUTE 7,MLBR,5:33 PM,6:06 PM,49,1,4531657,1
410,ROUTE 8,RICH,5:35 PM,6:10 PM,46,1,4431703,3
411,ROUTE 1,24TH,5:35 PM,5:43 PM,64,1,3251659,1
412,ROUTE 5,DALY,5:37 PM,5:55 PM,48,1,1151645,1
413,ROUTE 2,PITT,5:39 PM,6:31 PM,65,1,3371721,3
414,ROUTE 12,DUBL,5:40 PM,6:26 PM,50,1,5111722,4
415,ROUTE 1,SFIA,5:41 PM,6:14 PM,65,1,3791648,1
416,ROUTE 2,ANTC,5:43 PM,6:51 PM,66,1,3691711,3
417,ROUTE 11,DALY,5:44 PM,6:02 PM,49,1,5171658,1
418,ROUTE 6,WARM,5:46 PM,6:39 PM,46,1,1111727,4
419,ROUTE 7,MLBR,5:48 PM,6:21 PM,50,1,4551712,1
420,ROUTE 8,RICH,5:50 PM,6:25 PM,47,1,4451718,4
421,ROUTE 1,24TH,5:50 PM,5:58 PM,66,1,3271714,1
422,ROUTE 5,DALY,5:52 PM,6:10 PM,49,1,1171700,1
423,ROUTE 2,PITT,5:54 PM,6:46 PM,67,1,3251744,3
424,ROUTE 12,DUBL,5:55 PM,6:41 PM,51,1,5131737,4
425,ROUTE 1,SFIA,5:56 PM,6:29 PM,67,1,3811703,1
426,ROUTE 2,ANTC,5:58 PM,7:06 PM,68,1,3711726,3
427,ROUTE 11,DALY,5:59 PM,6:17 PM,50,1,5191713,1
428,ROUTE 6,WARM,6:01 PM,6:54 PM,47,1,1131742,4
429,ROUTE 7,MLBR,6:02 PM,6:35 PM,51,1,4571726,2
430,ROUTE 8,RICH,6:05 PM,6:40 PM,48,1,4471733,4
431,ROUTE 1,24TH,6:05 PM,6:13 PM,68,1,3291729,1
432,ROUTE 5,DALY,6:07 PM,6:25 PM,50,1,1191715,1
433,ROUTE 2,PITT,6:09 PM,7:01 PM,69,1,3271759,3
434,ROUTE 12,DUBL,6:10 PM,6:56 PM,52,1,5151752,4
435,ROUTE 1,SFIA,6:11 PM,6:44 PM,69,1,3831718,1
436,ROUTE 2,ANTC,6:13 PM,7:21 PM,70,1,3731741,3
437,ROUTE 11,DALY,6:14 PM,6:32 PM,51,1,5011728,1
438,ROUTE 6,WARM,6:16 PM,7:09 PM,48,1,1151757,4
439,ROUTE 7,MLBR,6:17 PM,6:50 PM,52,1,4591741,2
440,ROUTE 8,RICH,6:20 PM,6:55 PM,49,1,4491748,4
441,ROUTE 5,DALY,6:22 PM,6:40 PM,51,1,1011730,1
442,ROUTE 2,PITT,6:24 PM,7:16 PM,71,1,3291814,3
443,ROUTE 12,DUBL,6:25 PM,7:11 PM,53,1,5171807,4
444,ROUTE 1,SFIA,6:26 PM,6:59 PM,70,1,3851733,1
445,ROUTE 2,ANTC,6:28 PM,7:36 PM,72,1,3751756,3
446,ROUTE 11,DALY,6:29 PM,6:47 PM,52,1,5031743,1
447,ROUTE 6,WARM,6:31 PM,7:24 PM,49,1,1171812,4
448,ROUTE 7,MLBR,6:32 PM,7:05 PM,53,1,4611756,2
449,ROUTE 8,RICH,6:35 PM,7:10 PM,50,1,4511803,4
450,ROUTE 5,DALY,6:37 PM,6:55 PM,52,1,1031745,1
451,ROUTE 12,DUBL,6:40 PM,7:26 PM,54,1,5191822,4
452,ROUTE 1,SFIA,6:41 PM,7:14 PM,71,1,3611748,1
453,ROUTE 2,ANTC,6:43 PM,7:51 PM,73,1,3771811,3
454,ROUTE 11,DALY,6:44 PM,7:02 PM,53,1,5051758,1
455,ROUTE 6,WARM,6:46 PM,7:39 PM,50,1,1191827,3
456,ROUTE 7,MLBR,6:47 PM,7:20 PM,54,1,4411811,2
457,ROUTE 8,RICH,6:50 PM,7:25 PM,51,1,4531818,3
458,ROUTE 12,DUBL,6:55 PM,7:41 PM,55,1,5011837,4
459,ROUTE 1,SFIA,6:56 PM,7:29 PM,72,1,3631803,1
460,ROUTE 2,ANTC,6:58 PM,8:06 PM,74,1,3791826,3
461,ROUTE 11,DALY,6:59 PM,7:17 PM,54,1,5071813,1
462,ROUTE 6,WARM,7:01 PM,7:54 PM,51,1,1011842,3
463,ROUTE 7,MLBR,7:02 PM,7:35 PM,55,1,4431826,1
464,ROUTE 8,RICH,7:05 PM,7:40 PM,52,1,4551833,3
465,ROUTE 12,DUBL,7:10 PM,7:56 PM,56,1,5031852,4
466,ROUTE 1,SFIA,7:11 PM,7:44 PM,73,1,3651818,1
467,ROUTE 2,ANTC,7:13 PM,8:21 PM,75,1,3811841,2
468,ROUTE 11,DALY,7:14 PM,7:32 PM,55,1,5091828,1
469,ROUTE 6,WARM,7:16 PM,8:09 PM,52,1,1031857,2
470,ROUTE 7,MLBR,7:17 PM,7:50 PM,56,1,4451841,1
471,ROUTE 8,RICH,7:20 PM,7:55 PM,53,1,4571848,2
472,ROUTE 12,DUBL,7:26 PM,8:12 PM,57,1,5051908,4
473,ROUTE 1,SFIA,7:26 PM,7:59 PM,74,1,3671833,1
474,ROUTE 2,ANTC,7:28 PM,8:36 PM,76,1,3831856,2
475,ROUTE 11,DALY,7:29 PM,7:47 PM,56,1,5111843,1
476,ROUTE 7,MLBR,7:33 PM,8:06 PM,57,1,4471857,1
477,ROUTE 8,RICH,7:35 PM,8:10 PM,54,1,4591903,2
478,ROUTE 1,SFIA,7:41 PM,8:14 PM,75,1,3691848,1
479,ROUTE 2,ANTC,7:43 PM,8:51 PM,77,1,3851911,2
480,ROUTE 11,DALY,7:44 PM,8:02 PM,57,1,5131858,1
481,ROUTE 12,DUBL,7:46 PM,8:31 PM,58,1,5071928,3
482,ROUTE 7,MLBR,7:48 PM,8:21 PM,58,1,4491912,1
483,ROUTE 8,RICH,7:50 PM,8:23 PM,55,1,4611918,2
484,ROUTE 1,SFIA,7:56 PM,8:29 PM,76,1,3711903,1
485,ROUTE 11,DALY,7:59 PM,8:17 PM,58,1,5151913,1
486,ROUTE 2,ANTC,7:59 PM,9:07 PM,78,1,3611927,2
487,ROUTE 7,MLBR,8:03 PM,8:36 PM,59,1,4511927,1
488,ROUTE 12,DUBL,8:05 PM,8:50 PM,59,1,5091947,2
489,ROUTE 1,SFIA,8:11 PM,8:44 PM,77,1,3731918,1
490,ROUTE 8,RICH,8:12 PM,8:45 PM,56,1,4431940,1
491,ROUTE 7,MLBR,8:15 PM,8:48 PM,60,1,4531940,1
492,ROUTE 2,ANTC,8:20 PM,9:29 PM,79,1,3651949,2
493,ROUTE 11,DALY,8:21 PM,8:40 PM,59,1,5191936,1
494,ROUTE 12,DUBL,8:25 PM,9:10 PM,60,1,5132007,2
495,ROUTE 1,MLBR,8:29 PM,9:08 PM,78,1,3751937,1
496,ROUTE 8,RICH,8:32 PM,9:05 PM,57,1,4452000,2
497,ROUTE 2,ANTC,8:40 PM,9:49 PM,80,1,3672009,2
498,ROUTE 11,DALY,8:43 PM,9:02 PM,60,1,5011958,1
499,ROUTE 12,DUBL,8:45 PM,9:30 PM,61,1,5152027,2
500,ROUTE 1,MLBR,8:49 PM,9:28 PM,79,1,3771957,1
501,ROUTE 8,RICH,8:52 PM,9:25 PM,58,1,4472020,2
502,ROUTE 11,DALY,9:04 PM,9:22 PM,61,1,5052018,1
503,ROUTE 2,ANTC,9:04 PM,10:13 PM,81,1,3712033,2
504,ROUTE 1,MLBR,9:09 PM,9:48 PM,80,1,3792017,1
505,ROUTE 12,DUBL,9:11 PM,9:56 PM,62,1,5192053,2
506,ROUTE 8,RICH,9:16 PM,9:49 PM,59,1,4512044,1
507,ROUTE 8,RICH,9:24 PM,9:57 PM,60,1,4532052,1
508,ROUTE 2,ANTC,9:28 PM,10:37 PM,82,1,3732057,2
509,ROUTE 11,DALY,9:29 PM,9:47 PM,62,1,5072043,1
510,ROUTE 1,MLBR,9:33 PM,10:14 PM,81,1,3852041,1
511,ROUTE 12,DUBL,9:35 PM,10:20 PM,63,1,5012117,2
512,ROUTE 2,ANTC,9:52 PM,11:01 PM,83,1,3752121,2
513,ROUTE 11,DALY,9:53 PM,10:11 PM,63,1,5092107,1
514,ROUTE 1,MLBR,9:57 PM,10:37 PM,82,1,3612105,1
515,ROUTE 12,DUBL,9:59 PM,10:44 PM,64,1,5052141,2
516,ROUTE 2,ANTC,10:16 PM,11:25 PM,84,1,3772145,2
517,ROUTE 11,DALY,10:17 PM,10:35 PM,64,1,5132131,1
518,ROUTE 1,MLBR,10:21 PM,11:00 PM,83,1,3652129,1
519,ROUTE 12,DUBL,10:23 PM,11:08 PM,65,1,5072205,2
520,ROUTE 2,ANTC,10:40 PM,11:49 PM,85,1,3792209,2
521,ROUTE 11,DALY,10:41 PM,10:59 PM,65,1,5152155,1
522,ROUTE 1,MLBR,10:45 PM,11:25 PM,84,1,3672153,1
523,ROUTE 12,DUBL,10:47 PM,11:32 PM,66,1,5092229,2
524,ROUTE 2,ANTC,11:04 PM,12:13 AM,86,1,3852233,1
525,ROUTE 11,DALY,11:05 PM,11:23 PM,66,1,5192219,1
526,ROUTE 1,MLBR,11:09 PM,11:49 PM,85,1,3712217,1
527,ROUTE 12,DUBL,11:11 PM,11:56 PM,67,1,5132253,2
528,ROUTE 2,ANTC,11:28 PM,12:37 AM,87,1,3612257,2
529,ROUTE 11,DALY,11:29 PM,11:47 PM,67,1,5012243,1
530,ROUTE 1,MLBR,11:33 PM,12:13 AM,86,1,3732241,1
531,ROUTE 12,DUBL,11:35 PM,12:20 AM,68,1,5152317,2
532,ROUTE 2,ANTC,11:52 PM,1:01 AM,88,1,3652321,2
533,ROUTE 11,DALY,11:53 PM,12:11 AM,68,1,5052307,1
534,ROUTE 1,MLBR,11:57 PM,12:37 AM,87,1,3752305,1
535,ROUTE 12,DUBL,12:00 AM,12:44 AM,69,1,5192342,1
536,ROUTE 11,DALY,12:17 AM,12:35 AM,69,1,5072331,2
537,ROUTE 1,MLBR,12:21 AM,1:00 AM,88,1,3772329,1
538,ROUTE 2,ANTC,12:26 AM,1:38 AM,89,1,3672354,2
539,ROUTE 11,DALY,12:52 AM,1:10 AM,70,1,5090006,1
540,ROUTE 1,SFIA,1:02 AM,1:35 AM,89,1,3792357,1
